respondent_id,UGorGRAD,class_level,first_choice,gender,I01_importance,I01_satisfaction,I02_importance,I02_satisfaction,I03_importance,I03_satisfaction,I04_importance,I04_satisfaction,I05_importance,I05_satisfaction,I06_importance,I06_satisfaction,I07_importance,I07_satisfaction,I08_importance,I08_satisfaction,I09_importance,I09_satisfaction,I10_importance,I10_satisfaction,I11_importance,I11_satisfaction,I12_importance,I12_satisfaction
S734453,GRAD,Masters,Yes,Female,4.99,4.7,5.26,4.27,5.66,5.61,5.94,5.13,5.16,4.59,6.08,5.33,5.01,4.1,5.11,4.08,5.19,4.49,6.11,5.78,5.98,4.95,5.92,4.86
S205541,UG,Junior,Yes,Nonbinary/Other,6.69,6.08,5.92,5.61,5.85,5.27,5.82,5.01,6.34,6.49,5.47,5.13,4.51,3.24,5.49,4.03,5.37,5.6,4.58,4.41,5.0,4.12,4.42,3.32
S756214,UG,Sophomore,No,Female,5.16,4.56,4.92,4.41,5.52,4.8,5.08,4.82,7.0,6.5,4.54,4.09,5.68,5.49,6.16,6.66,6.04,4.91,6.01,5.52,5.62,4.57,4.59,3.34
S775640,UG,Sophomore,No,Female,6.08,6.29,6.04,4.6,6.51,5.37,5.73,5.02,5.18,4.19,5.61,5.03,6.19,4.42,5.97,4.85,5.64,4.79,5.37,4.36,6.91,5.61,6.19,4.71
S440835,UG,Freshman,Yes,Female,5.5,4.35,5.97,5.95,5.58,4.54,5.06,3.91,6.02,5.71,4.28,3.77,6.36,6.92,6.62,6.63,5.65,4.39,5.58,5.53,5.77,6.09,5.37,4.9
S983675,UG,Sophomore,Yes,Male,6.06,4.72,4.58,4.09,5.84,5.56,5.75,5.03,5.26,4.46,5.91,5.24,5.95,5.63,5.95,5.0,6.49,6.12,4.9,4.57,5.5,4.65,5.11,5.08
S361203,GRAD,Masters,Yes,Male,5.37,4.45,5.0,4.39,6.39,5.75,5.41,4.48,6.32,5.38,5.11,4.39,5.12,4.75,6.81,6.14,5.28,4.78,5.19,4.26,6.0,5.29,6.46,5.83
S809380,UG,Sophomore,No,Female,5.6,5.27,5.53,4.57,5.23,5.34,7.0,5.22,4.94,3.56,5.8,6.74,4.54,3.35,6.02,4.81,6.82,5.36,6.28,4.08,6.16,4.42,5.9,5.41
S420534,GRAD,Masters,No,Female,5.72,5.03,5.52,4.81,6.64,5.11,5.68,4.36,5.99,5.8,6.49,6.09,4.65,3.74,6.34,5.79,5.3,3.81,5.72,4.68,5.43,5.39,6.22,5.95
S923755,GRAD,Doctoral,No,Male,5.1,4.3,4.97,3.98,4.78,4.24,4.86,4.01,5.18,3.28,5.13,4.53,4.94,4.22,5.51,5.64,5.75,5.29,5.47,5.13,6.0,4.42,5.6,5.16
S640969,UG,Freshman,Yes,Female,6.14,5.15,5.93,4.89,6.68,5.95,5.62,5.17,5.58,4.49,6.34,4.88,5.17,4.47,5.71,5.23,5.53,4.74,5.63,5.11,5.5,4.76,7.0,5.06
S420064,UG,Sophomore,No,Male,5.39,4.16,5.85,4.58,5.48,4.73,6.01,6.39,5.08,4.18,5.44,5.08,5.6,5.19,6.25,5.14,5.77,4.73,5.99,5.08,6.13,4.99,5.34,4.37
S207510,UG,Junior,Yes,Male,5.56,5.23,5.58,5.38,5.55,4.28,6.7,6.09,6.19,4.95,6.75,5.97,5.09,5.14,6.67,5.46,5.97,5.08,5.96,5.44,5.8,4.26,6.75,5.87
S908081,UG,Junior,Yes,Female,5.1,4.36,5.25,4.69,4.57,5.28,5.35,4.81,5.2,3.32,5.48,4.03,5.9,4.84,6.14,6.02,5.96,5.39,5.65,4.5,5.99,5.01,5.66,5.57
S453954,UG,Senior,Yes,Male,4.16,3.23,6.33,5.03,5.43,4.74,4.75,3.86,6.03,6.05,5.2,5.15,5.56,4.51,5.65,4.44,5.25,3.91,6.36,5.55,5.24,4.34,4.71,4.93
S931412,UG,Sophomore,No,Female,5.59,3.96,6.69,5.35,5.08,4.23,6.19,5.37,5.49,4.71,6.11,5.02,5.71,4.01,6.53,5.95,5.03,5.07,6.28,4.93,5.21,4.19,5.99,5.5
S599420,UG,Junior,Yes,Nonbinary/Other,7.0,5.95,5.41,5.4,5.34,4.86,4.87,4.33,5.63,6.12,5.44,5.14,6.38,6.08,4.38,3.5,7.0,6.51,5.95,5.41,6.27,5.81,5.89,4.47
S373713,UG,Freshman,No,Male,6.17,4.88,5.33,4.26,5.62,3.85,5.44,5.43,5.79,4.79,5.2,4.55,4.99,3.75,4.85,4.2,5.41,4.29,5.73,4.17,5.65,4.77,5.07,4.0
S007342,GRAD,Masters,Yes,Male,5.69,5.05,5.99,6.38,6.27,6.12,5.55,5.42,5.24,4.46,5.41,5.21,5.95,5.49,6.11,5.42,6.12,5.29,6.09,5.58,5.87,5.63,5.15,4.25
S363502,UG,Freshman,Yes,Female,5.54,4.14,5.49,4.76,5.82,4.74,5.66,4.72,5.83,5.15,5.67,5.34,5.69,4.4,5.71,4.56,4.74,3.36,5.89,5.67,5.52,4.84,5.69,4.62
S254335,GRAD,Masters,Yes,Male,5.71,4.91,5.62,4.07,5.88,5.11,6.11,4.66,6.62,6.35,6.51,4.54,5.5,4.39,6.06,6.08,5.53,4.33,6.34,4.65,6.24,6.81,5.91,5.61
S312026,UG,Sophomore,Yes,Female,6.03,5.76,6.14,5.92,5.04,3.71,5.29,4.64,5.23,5.56,4.54,3.42,6.23,5.43,5.74,5.38,5.62,5.07,6.24,6.45,5.34,4.42,4.22,2.82
S052797,UG,Sophomore,No,Female,4.99,3.39,4.55,4.07,5.17,4.61,5.54,4.47,6.4,5.32,5.71,4.26,6.23,5.5,6.04,5.05,5.98,4.43,5.09,4.56,5.62,4.78,6.33,5.75
S618616,UG,Senior,Yes,Female,6.37,5.32,6.49,5.41,6.78,6.45,5.69,4.52,6.6,5.17,6.07,5.13,5.13,3.95,5.21,3.31,4.07,3.72,5.05,4.66,6.17,5.64,5.4,4.0
S226782,UG,Junior,No,Male,6.13,5.45,5.74,5.62,5.26,3.81,5.79,5.3,5.21,4.61,5.82,5.72,5.59,4.37,6.04,5.57,5.8,4.43,5.28,3.13,6.4,5.39,4.9,3.78
S173159,GRAD,Masters,No,Male,6.13,5.57,5.45,4.97,6.69,5.68,5.76,4.78,4.83,3.81,6.49,5.49,5.87,5.41,6.3,4.48,5.01,3.3,6.29,4.58,5.39,5.3,6.26,6.36
S077626,GRAD,Masters,No,Male,5.96,5.01,5.65,4.55,5.55,5.53,5.96,5.53,5.88,5.87,5.66,4.32,5.54,5.4,6.43,4.63,5.89,4.49,4.75,3.21,6.88,5.11,5.69,5.26
S874144,GRAD,Masters,Yes,Male,5.71,4.88,5.68,5.39,5.7,5.37,6.21,5.17,5.37,4.54,5.59,5.42,6.05,5.6,6.91,6.36,5.08,4.43,5.94,5.5,5.89,5.34,6.43,6.72
S513575,UG,Freshman,Yes,Female,6.1,5.31,4.66,4.08,6.34,5.45,5.94,5.16,6.82,6.32,6.06,4.87,5.87,4.41,5.85,5.3,5.19,4.65,5.92,4.0,5.07,4.45,5.96,4.68
S057800,UG,Senior,Yes,Male,6.06,5.2,6.6,5.52,6.46,5.34,5.97,5.12,5.72,5.4,5.76,4.71,6.8,5.53,5.86,5.51,5.54,5.6,6.4,5.51,5.92,5.7,5.7,5.01
S995360,GRAD,Masters,No,Female,5.49,3.84,5.72,4.71,5.63,5.17,4.75,4.34,5.22,4.8,5.47,3.74,4.78,4.54,4.79,4.02,5.07,4.11,5.81,4.52,5.47,4.66,5.61,5.92
S829283,GRAD,Masters,No,Male,5.36,4.02,5.97,5.03,5.47,6.12,5.73,4.58,5.01,4.41,6.01,5.42,5.63,5.41,5.38,5.28,5.41,5.17,4.89,4.0,5.96,4.47,5.99,5.0
S626523,GRAD,Doctoral,Yes,Male,5.76,5.07,6.27,5.84,5.67,4.8,5.99,4.35,6.35,5.56,5.31,5.26,5.15,3.92,5.58,5.02,4.98,4.78,5.12,4.55,5.67,4.56,5.45,5.12
S249212,UG,Sophomore,No,Male,6.63,5.26,5.09,4.0,5.9,5.61,6.14,5.74,5.36,5.11,5.33,4.61,6.06,5.73,6.33,4.68,4.6,4.3,4.99,4.22,5.74,4.42,5.19,5.03
S664559,UG,Senior,Yes,Male,4.96,4.77,5.98,5.35,6.23,6.54,5.28,4.75,5.73,5.22,5.38,3.97,4.73,3.78,5.33,4.94,6.31,5.84,5.38,4.78,5.15,4.18,6.07,4.53
S489898,GRAD,Masters,Yes,Female,4.82,4.02,5.54,4.71,5.7,6.52,5.3,4.59,6.27,5.69,6.51,6.83,5.91,5.62,6.18,5.7,4.92,4.34,5.59,4.69,6.29,5.87,5.61,4.96
S259292,UG,Freshman,Yes,Female,5.8,4.19,6.21,5.76,6.07,4.96,5.36,4.26,5.41,5.26,3.77,4.1,5.32,3.81,5.7,5.85,5.59,4.76,5.0,4.12,5.01,5.03,5.72,5.17
S865277,GRAD,Doctoral,No,Male,5.73,5.04,4.42,3.71,6.68,5.82,6.02,5.5,5.67,3.97,5.94,5.09,5.26,4.84,5.59,4.61,6.15,5.65,6.58,5.8,5.03,4.34,6.35,5.75
S725015,GRAD,Doctoral,Yes,Female,5.8,5.63,5.64,5.54,5.93,5.44,6.32,7.0,5.69,5.52,5.72,5.34,4.83,3.66,5.85,5.12,5.33,4.2,4.9,3.55,5.92,5.44,5.63,5.79
S863390,UG,Junior,No,Female,5.85,5.27,5.34,4.46,5.89,4.29,5.46,3.88,6.11,5.54,4.69,3.79,5.42,4.43,5.47,4.53,5.2,4.41,6.51,7.0,6.66,5.24,5.71,5.46
S800649,GRAD,Doctoral,No,Female,5.57,5.31,5.96,5.56,4.79,3.67,6.24,5.06,6.05,5.74,5.89,4.61,6.35,5.42,5.44,4.75,5.84,5.43,6.41,5.36,5.49,4.53,5.34,3.9
S769545,GRAD,Doctoral,No,Male,6.59,6.19,5.98,5.74,4.12,2.51,5.77,5.85,5.57,3.87,5.99,5.46,5.68,5.87,4.68,4.02,6.37,5.46,6.24,5.08,6.12,4.51,5.96,5.4
S555782,UG,Junior,Yes,Female,4.74,4.22,5.28,4.45,5.93,5.93,5.63,5.23,5.74,4.76,6.05,6.29,6.08,6.48,5.55,4.6,5.0,3.32,5.28,4.01,6.34,5.05,5.91,5.2
S369020,GRAD,Doctoral,Yes,Female,5.2,5.31,5.27,4.57,5.64,5.06,5.57,4.19,5.48,5.35,4.11,2.49,6.7,6.21,5.41,4.83,5.61,4.84,5.91,5.34,6.19,5.82,6.24,6.66
S420495,UG,Freshman,Yes,Male,5.64,4.93,5.63,4.54,5.39,5.5,6.15,4.72,4.81,3.56,6.52,6.32,5.86,5.03,5.39,4.53,4.66,4.14,4.93,4.13,5.51,5.71,5.35,5.31
S760194,GRAD,Masters,Yes,Male,4.71,3.66,5.16,4.78,5.85,5.36,5.9,4.83,5.85,5.15,5.26,5.19,5.36,5.33,5.95,5.24,5.46,5.63,6.25,5.15,5.05,3.75,5.43,4.52
S961793,UG,Sophomore,Yes,Female,5.59,5.35,6.21,5.3,5.66,5.09,7.0,6.39,6.84,6.01,6.11,4.86,5.98,5.82,6.1,4.83,5.72,5.13,5.66,4.21,4.38,3.0,6.18,5.29
S908150,GRAD,Doctoral,No,Female,6.7,5.14,5.48,4.4,6.38,5.26,5.19,4.35,5.17,4.54,6.14,5.54,5.37,4.29,5.84,4.7,5.19,4.27,5.45,4.8,5.54,5.43,5.85,4.17
S300611,UG,Sophomore,Yes,Female,5.71,4.76,3.96,3.03,5.75,5.03,6.01,5.38,5.24,4.91,5.17,4.51,5.4,4.42,6.3,5.5,5.43,4.92,4.97,4.13,6.41,4.95,5.16,3.78
S910262,UG,Freshman,Yes,Female,5.84,4.62,5.48,5.19,5.25,4.24,5.38,4.12,5.18,4.31,6.1,5.15,4.79,4.16,6.05,4.59,4.86,4.99,4.21,2.67,5.03,4.13,6.48,5.9
S452260,GRAD,Doctoral,Yes,Female,4.94,4.67,5.08,4.4,6.29,5.34,5.18,5.02,6.13,5.81,5.47,4.33,6.26,5.27,5.52,4.71,5.75,5.57,5.08,5.54,6.12,5.44,4.68,3.84
S103533,UG,Sophomore,Yes,Male,5.33,4.2,4.72,3.84,5.57,3.79,5.69,5.4,5.97,4.36,4.46,3.92,5.47,5.36,5.42,4.07,6.33,4.91,6.37,6.01,5.13,3.62,6.17,5.63
S726082,UG,Senior,Yes,Male,5.47,5.32,4.96,4.25,6.02,5.47,5.78,4.58,5.6,5.54,6.4,4.94,5.81,5.29,5.89,4.88,5.04,3.62,5.46,4.03,5.76,4.39,4.94,3.21
S543598,GRAD,Masters,Yes,Male,5.51,4.46,5.77,6.21,5.41,5.28,7.0,6.42,5.15,3.78,5.23,5.7,5.08,3.65,6.04,6.37,5.33,5.17,5.6,4.45,6.12,5.2,6.83,5.66
S464384,GRAD,Masters,No,Female,6.47,5.58,6.5,5.62,5.31,4.39,5.59,4.1,5.76,5.01,5.19,4.01,5.96,5.13,6.54,5.09,6.0,4.87,6.09,5.03,5.3,4.27,4.77,3.89
S595831,UG,Senior,Yes,Male,6.03,5.06,5.89,4.08,5.75,5.45,5.02,4.66,4.76,3.91,5.46,5.18,5.24,4.48,6.41,5.65,6.43,6.32,6.78,6.31,5.8,4.79,6.39,5.59
S356060,UG,Sophomore,No,Female,5.03,4.72,5.34,4.62,5.71,4.07,5.86,4.99,5.79,4.47,5.86,4.28,5.61,3.56,5.38,4.5,4.8,3.2,6.5,6.04,5.45,4.75,5.65,4.03
S323923,UG,Senior,No,Nonbinary/Other,5.85,5.4,5.97,5.44,5.99,5.23,4.46,4.02,6.22,5.64,5.67,4.69,6.23,6.03,5.64,4.6,5.6,4.58,5.12,4.51,6.12,5.25,5.48,4.29
S950217,UG,Freshman,Yes,Male,6.0,5.0,5.42,4.54,5.54,5.12,5.64,4.94,4.95,3.82,6.03,5.67,6.17,5.08,6.1,5.58,5.87,4.7,4.53,3.06,5.84,5.59,5.81,4.33
S480308,UG,Junior,No,Female,6.38,5.96,5.28,4.23,4.6,3.93,5.71,5.55,4.78,5.23,4.9,3.66,5.69,3.95,6.34,5.33,5.64,5.6,7.0,6.41,5.73,5.0,6.08,6.28
S539618,UG,Freshman,Yes,Male,6.65,5.72,5.01,3.71,5.44,4.38,6.18,5.72,6.65,6.31,5.25,4.11,4.64,4.1,6.26,5.86,4.21,3.18,7.0,6.25,6.64,6.12,5.16,4.23
S332727,GRAD,Masters,No,Female,5.09,4.97,4.65,4.48,6.18,5.46,6.28,6.2,5.33,4.99,5.63,4.51,7.0,5.77,5.66,4.22,6.0,5.2,5.81,5.39,6.1,5.62,5.21,4.67
S297509,GRAD,Masters,Yes,Male,5.21,4.19,5.47,4.5,5.52,5.24,5.4,4.45,6.38,6.41,6.84,6.75,6.75,6.64,4.95,4.4,6.61,5.59,4.94,3.92,5.29,4.62,6.09,4.61
S418101,GRAD,Doctoral,No,Female,4.95,4.76,5.79,4.7,5.55,3.92,5.61,4.45,5.61,4.92,5.63,5.07,6.13,5.68,5.1,4.49,5.77,4.51,6.28,5.75,5.65,5.01,4.68,3.1
S816596,UG,Junior,No,Female,5.56,4.38,5.64,4.81,6.29,5.82,5.24,5.21,5.6,4.51,6.35,5.45,5.25,4.16,5.86,5.43,5.08,4.15,5.64,4.78,5.65,4.5,5.35,4.43
S309972,UG,Junior,No,Male,5.98,4.77,5.45,4.38,5.27,4.36,5.02,3.46,5.96,4.71,5.72,4.84,5.63,4.33,5.91,4.87,5.39,4.79,5.63,5.57,5.75,5.66,7.0,5.33
S325470,UG,Senior,No,Female,6.29,5.74,5.13,3.72,4.77,3.55,5.89,3.74,5.17,4.15,5.41,4.13,5.37,3.91,5.04,4.05,6.76,5.47,6.24,6.14,7.0,6.16,5.12,3.33
S237791,UG,Sophomore,Yes,Male,5.65,4.66,6.06,4.93,5.6,5.72,4.94,4.21,5.78,5.41,5.55,5.86,6.46,4.97,5.73,4.83,6.25,5.58,5.9,5.2,5.92,5.16,6.39,5.65
S986509,UG,Junior,Yes,Female,5.51,4.68,4.91,4.78,5.41,4.47,5.45,5.07,5.47,4.59,5.6,4.73,5.86,5.19,6.08,5.89,6.08,5.82,4.99,4.95,4.48,3.93,5.35,3.41
S256842,GRAD,Masters,Yes,Male,5.79,5.46,6.17,5.16,5.12,5.05,5.1,3.09,4.91,4.25,6.06,5.61,5.23,4.03,5.01,5.21,5.91,5.77,5.51,3.85,5.37,4.86,6.01,5.42
S290651,UG,Sophomore,Yes,Male,5.2,5.0,5.1,4.43,5.59,4.48,6.03,5.99,5.9,4.73,6.52,6.24,5.42,4.89,6.36,5.35,5.3,5.34,6.1,6.43,4.54,4.63,6.09,5.5
S363174,UG,Junior,No,Female,6.95,7.0,5.25,4.31,5.99,5.58,6.78,5.87,5.54,4.25,5.92,5.39,6.37,5.02,5.47,3.83,5.58,4.93,6.01,5.51,5.5,4.42,6.38,5.04
S852206,UG,Freshman,Yes,Female,4.74,3.86,4.82,4.08,5.69,4.65,4.92,4.13,5.61,4.89,6.41,5.82,6.66,5.86,6.45,6.27,5.65,4.4,5.86,5.15,4.51,3.48,5.58,5.06
S893700,GRAD,Masters,No,Female,5.81,5.79,5.4,4.67,5.88,4.53,4.59,3.12,4.97,4.62,5.12,6.12,6.62,5.59,5.38,3.79,6.03,5.14,6.26,5.64,5.18,4.13,6.89,6.05
S885016,UG,Sophomore,Yes,Female,6.91,6.17,6.29,4.99,6.79,5.66,5.63,4.75,6.65,6.28,5.45,5.1,6.15,5.24,5.08,4.24,6.61,6.17,5.48,5.34,4.79,3.57,5.35,3.94
S974883,UG,Senior,No,Female,5.7,4.94,6.01,5.15,5.49,4.47,5.71,5.06,6.23,5.6,5.27,4.8,5.55,5.45,5.43,4.53,6.37,5.07,5.81,5.39,5.93,4.93,5.84,4.93
S276573,UG,Senior,Yes,Male,5.59,4.55,6.29,6.15,5.87,5.28,5.83,5.61,6.28,5.74,5.89,4.92,3.76,3.62,5.64,5.14,4.85,4.56,3.67,3.47,5.7,4.76,5.85,5.99
S805747,GRAD,Doctoral,No,Male,5.49,4.84,6.01,5.41,5.39,4.88,5.43,4.8,5.52,4.58,5.48,5.09,5.88,5.03,5.47,5.36,5.83,4.99,5.43,4.77,5.88,5.0,5.03,4.04
S653026,UG,Sophomore,No,Male,5.59,4.86,5.04,4.05,5.19,3.56,5.58,5.18,4.66,3.4,6.14,5.35,5.7,5.64,5.57,4.18,6.14,5.33,6.16,4.28,5.64,4.39,5.53,4.98
S495186,GRAD,Masters,Yes,Male,6.52,5.56,5.5,4.29,5.35,5.1,5.92,5.3,6.87,6.3,5.14,3.77,5.78,4.77,5.9,5.69,6.07,5.08,5.47,4.83,4.86,5.05,5.8,4.76
S316112,GRAD,Masters,Yes,Male,4.37,3.61,5.23,4.33,5.41,5.33,6.32,6.01,5.66,5.06,5.73,4.63,5.73,4.7,5.6,5.39,5.32,5.51,5.42,4.23,6.01,5.85,5.44,4.49
S259497,UG,Junior,No,Male,6.62,5.56,6.5,6.02,5.92,4.68,4.53,4.37,5.25,4.28,6.11,4.76,4.9,3.84,5.66,4.26,7.0,6.53,5.08,3.92,6.85,5.16,7.0,5.36
S551585,UG,Freshman,Yes,Female,4.85,3.91,4.98,3.04,7.0,6.7,5.48,4.15,5.95,5.51,4.46,4.01,6.03,5.9,4.67,4.92,4.93,5.05,6.3,5.05,5.95,6.48,5.2,4.04
S813650,GRAD,Masters,Yes,Male,5.54,5.71,6.24,5.5,5.27,5.15,5.83,5.48,6.4,6.26,6.97,6.1,6.08,4.79,5.94,6.1,5.05,4.58,6.03,6.83,5.44,4.91,6.41,5.26
S781851,UG,Senior,Yes,Male,5.44,4.36,6.24,4.9,5.45,5.47,5.15,5.08,5.69,5.86,5.53,4.95,6.11,4.39,5.65,4.96,5.84,4.53,6.2,5.65,4.84,3.56,6.21,5.85
S314522,UG,Junior,Yes,Male,6.05,5.05,6.8,6.17,5.66,5.2,6.74,6.12,6.47,6.11,4.48,3.88,6.27,5.49,6.67,5.82,6.97,6.52,4.66,3.31,5.16,4.5,5.69,4.59
S791977,GRAD,Masters,Yes,Female,4.74,4.65,5.45,4.59,5.94,5.38,5.32,4.68,6.35,5.51,5.79,4.99,6.06,5.21,5.14,4.29,5.2,4.85,5.6,5.29,5.97,5.57,5.18,3.6
S035321,GRAD,Doctoral,Yes,Female,5.98,5.5,6.13,5.11,5.86,5.14,5.68,5.95,5.05,4.81,5.72,5.42,5.45,4.75,4.62,4.17,5.54,4.5,5.53,4.05,6.34,5.68,5.24,4.98
S180488,GRAD,Doctoral,Yes,Female,6.91,6.33,7.0,5.79,6.47,5.39,6.03,5.27,5.3,4.81,5.65,4.3,5.66,4.79,6.07,4.21,6.35,5.21,5.53,4.19,5.86,5.43,5.39,3.89
S503793,GRAD,Doctoral,Yes,Male,4.88,4.35,5.33,4.2,4.24,3.38,5.35,5.27,6.27,5.44,6.29,5.77,5.75,5.21,5.91,5.42,5.69,5.13,5.33,4.96,6.18,5.56,4.63,4.3
S579331,UG,Sophomore,No,Male,5.81,4.75,4.78,3.44,4.27,3.46,4.59,2.84,4.07,2.91,6.15,4.94,5.76,4.88,5.09,4.31,5.5,4.26,5.49,4.84,6.12,5.57,5.1,4.62
S525806,UG,Senior,Yes,Female,5.3,3.89,4.57,4.03,5.4,4.8,5.44,4.48,5.61,5.45,5.88,4.45,6.3,5.15,4.78,4.48,6.04,5.88,6.21,6.02,6.0,4.75,4.81,3.96
S987876,GRAD,Doctoral,No,Nonbinary/Other,5.96,4.61,6.13,5.61,6.36,5.3,6.32,5.72,4.84,3.54,5.97,4.65,6.09,4.11,6.62,5.76,5.86,4.37,4.55,4.07,5.3,3.79,6.51,5.35
S080233,UG,Freshman,Yes,Female,5.71,5.67,4.57,3.7,4.76,3.42,5.5,5.17,5.41,4.15,5.64,5.64,6.95,6.95,6.55,5.54,6.32,4.54,6.77,6.68,5.8,5.17,6.07,4.92
S880324,UG,Senior,Yes,Female,5.32,4.3,5.48,4.31,3.9,3.13,5.19,4.54,5.52,5.39,6.77,5.84,7.0,6.35,4.21,2.91,6.47,5.51,5.99,5.08,5.19,5.18,6.17,5.95
S752197,GRAD,Masters,Yes,Female,5.99,4.73,5.96,5.47,6.04,5.68,6.26,5.35,5.49,5.3,4.81,3.79,5.75,5.74,5.43,5.57,5.88,6.33,5.67,5.8,5.71,5.37,6.05,5.24
S724203,UG,Freshman,Yes,Male,6.78,5.89,5.81,4.58,5.85,5.64,5.5,4.81,5.37,4.07,5.78,4.64,3.4,1.9,6.7,6.12,5.88,5.45,6.24,5.24,5.9,5.29,5.8,5.44
S505432,UG,Freshman,Yes,Male,5.59,4.34,5.96,4.53,5.05,5.07,5.39,4.8,5.04,4.42,5.74,5.6,6.44,6.04,5.41,4.49,5.83,4.82,4.83,3.81,6.71,5.75,6.58,6.62
S632794,UG,Sophomore,Yes,Female,6.13,4.43,5.83,5.59,5.11,4.08,5.79,5.06,7.0,7.0,6.19,5.82,5.38,5.4,5.41,4.41,5.99,5.5,5.3,5.43,4.91,4.72,5.33,5.1
S658760,UG,Senior,Yes,Male,4.92,3.71,6.47,6.19,5.12,4.13,6.16,5.76,6.82,6.82,5.19,4.0,5.22,4.2,5.53,4.83,5.73,4.4,5.63,4.15,5.99,5.67,5.76,5.44
S475180,UG,Sophomore,Yes,Female,5.13,4.3,5.13,4.5,5.77,4.78,7.0,6.47,5.0,4.43,4.65,4.33,5.46,3.89,5.03,4.06,5.7,4.71,6.52,5.56,6.59,5.63,6.15,5.19
S093180,UG,Junior,No,Male,5.98,4.56,5.29,4.24,5.32,4.49,6.2,6.34,6.65,6.33,5.79,5.04,5.43,4.2,4.68,4.18,6.42,5.87,5.67,4.4,6.16,4.79,4.91,3.43
S060577,UG,Freshman,Yes,Male,6.59,5.82,5.24,4.8,6.0,4.59,6.4,5.21,5.46,4.97,5.87,4.38,6.07,5.26,6.33,4.85,6.61,5.89,5.97,5.65,6.2,5.81,7.0,7.0
S502385,UG,Freshman,Yes,Male,5.91,5.2,6.2,4.82,3.99,3.53,5.4,4.55,5.78,5.06,6.59,5.92,4.76,3.86,4.59,3.4,4.8,4.54,5.35,4.34,6.05,6.02,5.72,4.84
S810478,GRAD,Masters,No,Female,5.51,4.89,6.24,5.23,5.19,3.91,5.08,4.67,5.66,4.13,4.94,4.5,5.05,3.55,5.85,5.72,5.71,5.0,5.99,4.63,6.48,4.04,5.79,5.57
S268865,UG,Junior,Yes,Male,5.7,4.22,5.97,5.25,5.02,4.34,5.74,4.09,5.3,4.75,6.39,6.13,5.91,5.64,6.23,6.07,5.29,4.86,6.71,6.06,5.05,3.96,6.45,5.44
S142023,GRAD,Masters,Yes,Male,4.95,4.76,6.41,6.53,5.55,5.25,5.76,5.12,6.29,5.15,7.0,6.23,6.07,5.53,4.83,4.75,5.51,4.33,6.3,4.7,4.87,4.4,6.25,5.96
S458527,UG,Sophomore,No,Female,6.06,4.4,4.99,4.75,5.38,4.18,5.05,4.67,5.78,4.16,5.47,5.24,6.08,5.41,5.15,3.91,5.94,3.98,5.65,4.73,5.7,4.36,5.72,5.35
S124394,UG,Sophomore,Yes,Male,6.23,5.28,6.7,5.86,6.18,5.27,5.59,4.47,5.41,4.0,4.93,4.35,5.23,5.11,6.43,6.37,6.1,6.12,6.11,4.83,4.4,3.77,5.78,4.68
S704533,GRAD,Masters,No,Female,5.43,5.33,6.61,6.88,4.58,3.61,5.94,4.94,4.92,3.97,5.46,4.49,5.11,4.48,6.02,5.39,5.63,5.79,6.05,5.1,6.44,5.2,4.8,4.29
S478932,UG,Senior,No,Male,5.42,4.33,6.14,4.74,5.73,4.79,5.92,4.82,5.16,5.25,5.71,4.16,5.4,3.94,5.33,4.2,4.55,3.77,6.0,4.81,6.43,5.45,5.37,4.62
S235895,GRAD,Masters,Yes,Female,5.86,6.31,6.77,6.25,6.04,5.45,6.0,5.62,4.72,3.88,6.04,5.1,5.84,4.96,6.42,5.85,5.12,5.28,6.37,6.6,5.44,4.79,6.01,6.52
S885686,UG,Freshman,Yes,Male,5.44,4.43,4.71,2.38,6.81,4.92,5.87,4.95,5.71,4.48,5.35,5.0,6.59,5.57,6.42,5.59,6.24,5.51,6.36,5.48,5.48,4.83,5.97,4.79
S378513,GRAD,Masters,Yes,Male,5.66,4.62,5.39,3.63,5.41,4.22,5.4,4.93,4.98,4.42,6.63,5.44,4.47,3.8,5.86,5.79,4.06,3.08,5.62,5.39,5.66,5.78,6.43,5.42
S965318,UG,Freshman,Yes,Female,6.96,6.56,5.26,4.65,5.89,4.83,5.39,4.41,5.54,3.97,5.03,4.48,5.57,4.61,5.16,4.16,6.41,4.97,6.09,5.81,5.73,4.06,5.63,4.92
S628198,GRAD,Doctoral,Yes,Female,5.55,4.89,6.13,5.59,4.62,3.96,4.98,5.33,6.52,5.49,4.66,4.67,4.9,4.7,5.45,5.16,6.01,5.31,5.47,4.0,5.78,5.65,4.87,5.03
S669191,UG,Senior,No,Female,5.48,3.61,5.07,3.67,4.26,2.86,6.77,6.09,6.42,5.24,6.36,5.55,4.71,3.96,5.87,5.13,6.49,5.69,5.15,4.35,6.03,5.81,6.33,4.83
S474671,GRAD,Masters,Yes,Female,5.31,4.96,6.15,4.7,6.21,5.35,5.71,4.25,5.68,4.54,4.34,3.02,6.28,5.58,5.59,4.87,5.58,5.97,5.54,5.44,5.6,5.1,6.56,6.29
S368783,UG,Junior,Yes,Female,6.15,5.98,6.52,6.64,5.7,4.98,5.57,5.25,5.65,4.78,5.58,4.79,6.03,5.19,6.26,5.51,4.46,3.75,5.65,5.13,6.27,6.05,6.24,5.77
