student_id,program_level,modality,college,age,credits_attempted,credits_completed,gpa_term,cum_gpa,satisfaction_overall,satisfaction_advising,satisfaction_online_services,satisfaction_facilities,nps_score,fin_aid_flag,pell_eligible,unmet_need,first_gen,retention_next_term
617,Undergraduate,Online,Business,25.0,8,7.0,2.82,2.95,3.0,2.7,3.6,3.6,6.0,0,0,5284.0,0,0
618,Undergraduate,On-campus,Sciences,20.0,13,12.0,3.63,3.49,3.0,3.3,3.2,3.7,3.0,1,1,2089.0,0,1
619,Graduate,Online,Health,42.0,11,9.0,2.29,2.4,3.2,2.8,4.3,2.7,7.0,0,0,4795.0,1,0
620,Graduate,Hybrid,Engineering,30.0,7,6.0,3.17,3.13,3.0,3.1,2.9,2.9,3.0,0,0,5161.0,0,0
621,Undergraduate,Hybrid,Health,21.0,12,11.0,2.48,2.41,2.3,2.3,3.2,4.0,1.0,0,1,4047.0,1,1
622,Undergraduate,On-campus,Engineering,19.0,12,10.0,3.04,3.21,2.6,3.1,3.1,4.0,1.0,1,0,1269.0,0,0
623,Undergraduate,Hybrid,Engineering,21.0,10,8.0,2.98,3.25,2.7,2.8,3.5,3.2,2.0,1,0,4074.0,0,1
624,Undergraduate,Online,Sciences,23.0,13,12.0,3.01,2.72,3.9,3.4,3.2,3.2,8.0,0,1,4659.0,1,0
625,Undergraduate,Hybrid,Engineering,22.0,10,10.0,3.22,3.31,3.4,3.7,3.0,2.3,5.0,0,1,4681.0,0,1
626,Undergraduate,On-campus,Engineering,23.0,6,5.0,3.03,3.06,2.9,2.8,2.5,4.1,5.0,0,1,1506.0,1,0
627,Undergraduate,On-campus,Education,27.0,14,10.0,2.4,2.5,2.8,2.7,3.5,3.4,5.0,1,0,300.0,1,1
628,Graduate,Online,Sciences,28.0,9,8.0,3.15,2.93,3.5,3.5,2.9,2.9,3.0,1,0,4769.0,0,1
629,Undergraduate,Hybrid,Health,23.0,7,7.0,3.34,3.18,2.8,2.6,3.3,3.5,4.0,0,0,3043.0,0,0
630,Undergraduate,Online,Health,20.0,9,9.0,3.53,3.43,3.0,3.5,4.2,2.9,4.0,0,0,4379.0,0,0
631,Graduate,Online,Health,25.0,14,12.0,3.03,3.06,3.6,3.8,4.3,2.5,4.0,1,0,4310.0,1,1
632,Graduate,Online,Engineering,30.0,7,6.0,2.89,2.78,2.6,2.3,3.4,3.4,4.0,0,0,6449.0,0,0
633,Undergraduate,On-campus,Business,21.0,9,8.0,2.51,2.46,2.6,2.4,3.0,3.0,4.0,0,0,4861.0,1,0
634,Undergraduate,On-campus,Engineering,23.0,7,7.0,2.39,2.51,2.3,1.9,3.1,3.6,4.0,1,1,1217.0,0,1
635,Undergraduate,On-campus,Education,29.0,10,8.0,2.85,3.16,2.9,3.2,3.5,3.7,6.0,0,1,3070.0,0,0
636,Undergraduate,Hybrid,Business,20.0,8,6.0,3.31,3.42,3.1,3.1,3.0,3.1,4.0,1,0,3056.0,0,1
637,Undergraduate,Online,Sciences,21.0,15,11.0,3.22,3.35,3.5,3.2,3.4,3.1,8.0,0,0,4262.0,0,1
638,Undergraduate,On-campus,Education,22.0,7,6.0,3.08,3.05,2.0,2.5,3.5,4.2,2.0,0,0,2926.0,1,0
639,Undergraduate,Online,Engineering,23.0,14,14.0,2.99,2.86,3.6,3.8,3.5,3.8,4.0,1,0,0.0,0,0
640,Undergraduate,Hybrid,Engineering,23.0,10,8.0,3.7,3.65,3.6,3.7,3.0,2.8,6.0,0,0,2896.0,0,1
641,Undergraduate,Hybrid,Engineering,26.0,15,12.0,3.14,3.13,3.5,3.5,2.7,3.0,7.0,0,0,3681.0,0,1
642,Undergraduate,On-campus,Sciences,15.0,10,9.0,2.94,2.77,3.2,2.8,3.5,3.4,3.0,0,0,3986.0,0,0
643,Undergraduate,On-campus,Business,15.0,6,5.0,2.71,2.83,2.9,3.1,3.2,3.6,5.0,1,0,5060.0,0,0
644,Undergraduate,Online,Business,21.0,11,9.0,2.54,2.77,2.7,2.6,3.5,3.2,6.0,1,0,4101.0,0,0
645,Undergraduate,Online,Health,25.0,12,10.0,2.5,2.52,3.1,3.4,2.8,3.9,2.0,0,0,3308.0,0,0
646,Graduate,Hybrid,Engineering,26.0,6,5.0,3.37,3.53,3.3,3.5,3.5,3.1,5.0,1,1,2756.0,0,0
647,Undergraduate,Online,Business,13.0,14,13.0,3.08,3.26,3.6,3.6,3.0,2.8,3.0,1,0,0.0,1,0
648,Undergraduate,Online,Business,24.0,13,11.0,2.93,2.77,3.4,3.4,3.7,3.0,4.0,1,1,3839.0,0,0
649,Graduate,Online,Business,30.0,13,11.0,3.58,3.32,3.5,4.0,3.2,3.3,6.0,1,0,1755.0,0,1
650,Undergraduate,Hybrid,Sciences,19.0,12,12.0,3.29,3.22,3.3,2.9,2.7,3.1,5.0,0,0,4281.0,0,1
651,Undergraduate,Online,Health,19.0,10,9.0,3.69,3.7,3.8,3.6,3.9,3.3,3.0,0,0,4045.0,1,0
652,Undergraduate,Online,Engineering,19.0,8,7.0,2.64,2.46,3.5,3.8,3.5,3.1,8.0,0,1,5039.0,0,0
653,Undergraduate,On-campus,Sciences,22.0,14,13.0,2.7,2.91,3.4,3.8,3.1,3.9,5.0,0,0,3477.0,1,0
654,Graduate,Hybrid,Engineering,20.0,12,9.0,3.47,3.76,3.5,3.5,3.9,3.2,6.0,0,0,5234.0,0,1
655,Undergraduate,Online,Education,23.0,15,13.0,2.93,2.96,3.4,3.2,4.3,2.7,8.0,1,1,2547.0,0,0
656,Undergraduate,Online,Engineering,13.0,15,11.0,2.83,2.68,3.0,2.8,3.4,3.1,4.0,0,0,4184.0,0,0
657,Undergraduate,Online,Engineering,19.0,13,11.0,3.3,3.37,3.2,2.8,3.0,4.1,6.0,1,0,2338.0,1,1
658,Undergraduate,Online,Business,19.0,11,11.0,2.97,2.82,2.9,3.5,4.1,3.7,6.0,1,0,1736.0,0,1
659,Undergraduate,Online,Health,21.0,10,8.0,2.7,2.87,1.8,1.8,3.0,2.7,1.0,1,0,2251.0,0,0
660,Undergraduate,On-campus,Sciences,20.0,13,10.0,2.99,2.96,2.6,2.7,3.3,4.3,7.0,1,1,1427.0,0,1
661,Undergraduate,On-campus,Business,24.0,8,8.0,3.22,3.33,2.9,3.0,3.0,3.7,5.0,1,0,3128.0,0,0
662,Graduate,On-campus,Business,32.0,12,9.0,3.14,3.28,2.8,3.2,3.1,3.4,4.0,1,0,798.0,0,1
663,Undergraduate,Online,Education,22.0,7,5.0,3.34,3.42,3.6,3.5,4.0,3.1,2.0,1,1,2108.0,0,0
664,Undergraduate,Hybrid,Education,24.0,8,8.0,3.52,3.79,2.9,2.8,2.8,3.2,2.0,1,1,4274.0,0,1
665,Undergraduate,Online,Business,28.0,7,5.0,3.16,3.19,3.0,3.2,3.3,3.6,5.0,1,0,1840.0,1,1
666,Undergraduate,Hybrid,Business,21.0,10,10.0,2.63,2.55,2.0,1.5,3.4,3.3,2.0,1,1,2657.0,0,1
667,Undergraduate,On-campus,Sciences,23.0,12,11.0,2.84,2.52,3.0,3.4,3.8,3.7,6.0,1,0,0.0,0,0
668,Undergraduate,Online,Engineering,17.0,15,15.0,3.47,3.13,3.1,3.6,4.5,3.7,4.0,1,1,0.0,0,0
669,Undergraduate,On-campus,Education,15.0,15,13.0,2.55,2.65,2.4,2.5,2.5,3.4,1.0,0,0,3800.0,1,0
670,Undergraduate,Online,Business,25.0,6,6.0,3.25,3.22,3.6,3.3,3.3,3.3,4.0,0,0,3887.0,1,0
671,Undergraduate,On-campus,Engineering,22.0,15,12.0,2.89,2.77,2.5,2.8,2.7,3.8,2.0,0,0,4062.0,1,0
672,Graduate,Online,Education,27.0,14,12.0,3.28,3.11,3.5,3.4,3.8,3.3,3.0,0,0,7286.0,0,0
673,Undergraduate,Online,Health,18.0,6,4.0,2.61,2.72,2.5,2.5,3.5,3.4,0.0,0,0,3126.0,0,0
674,Undergraduate,Hybrid,Education,24.0,6,6.0,3.13,2.98,3.1,3.2,3.5,2.9,5.0,1,0,2627.0,0,0
675,Undergraduate,Online,Health,28.0,15,14.0,3.07,3.31,3.0,2.8,3.3,3.6,3.0,1,0,1425.0,1,0
676,Graduate,Hybrid,Engineering,29.0,13,10.0,3.05,3.4,2.9,3.0,3.4,3.0,9.0,1,0,3605.0,0,0
677,Undergraduate,Online,Engineering,23.0,11,8.0,2.91,2.77,3.8,3.4,3.4,3.4,8.0,1,1,274.0,0,0
678,Undergraduate,On-campus,Engineering,22.0,11,10.0,3.22,3.32,2.4,1.7,3.2,3.7,8.0,0,1,2451.0,0,0
679,Graduate,On-campus,Sciences,29.0,14,14.0,3.02,3.09,3.5,3.6,2.9,3.3,7.0,0,0,2648.0,0,1
680,Graduate,On-campus,Engineering,30.0,9,8.0,3.49,3.34,2.8,3.1,3.6,4.2,4.0,0,0,5236.0,1,0
681,Graduate,Online,Health,35.0,13,11.0,3.34,3.19,3.7,3.5,3.0,3.9,6.0,1,0,2689.0,1,0
682,Undergraduate,Online,Education,24.0,9,7.0,3.53,3.51,3.9,3.7,3.5,2.8,5.0,0,0,4425.0,0,0
683,Undergraduate,Online,Health,17.0,7,7.0,2.86,2.69,3.3,3.5,4.2,3.5,6.0,0,1,3209.0,0,1
684,Undergraduate,Online,Engineering,18.0,13,11.0,3.51,3.67,3.0,3.0,4.0,3.2,7.0,1,0,4314.0,0,1
685,Graduate,On-campus,Health,33.0,12,10.0,3.22,3.18,3.1,2.9,2.8,3.3,6.0,0,0,3768.0,0,0
686,Undergraduate,Hybrid,Business,21.0,9,9.0,2.54,2.37,3.8,3.9,2.8,3.3,6.0,1,0,5448.0,0,0
687,Undergraduate,Hybrid,Sciences,26.0,14,13.0,2.97,2.96,3.0,3.0,3.3,3.5,5.0,1,0,4404.0,1,0
688,Undergraduate,On-campus,Engineering,22.0,14,12.0,2.61,2.68,2.7,2.3,3.4,3.7,5.0,1,0,286.0,0,0
689,Graduate,On-campus,Education,32.0,13,11.0,3.56,3.45,3.1,3.1,3.6,3.5,7.0,0,0,4958.0,1,0
690,Undergraduate,On-campus,Education,25.0,6,6.0,2.85,2.55,3.0,3.1,2.5,4.1,4.0,1,0,4402.0,1,1
691,Undergraduate,Online,Sciences,20.0,12,9.0,3.5,3.52,3.4,3.2,4.0,3.7,5.0,1,0,1888.0,1,0
692,Undergraduate,Hybrid,Business,24.0,10,9.0,2.79,2.61,3.0,3.3,2.7,2.9,4.0,1,0,3117.0,0,1
693,Undergraduate,On-campus,Health,22.0,12,9.0,2.95,2.83,2.8,2.9,3.6,3.6,5.0,1,0,283.0,0,0
694,Undergraduate,On-campus,Engineering,17.0,14,14.0,3.24,3.31,2.6,2.5,2.5,3.0,6.0,1,1,506.0,1,0
695,Undergraduate,Online,Engineering,22.0,7,6.0,3.35,3.26,4.3,4.3,3.1,3.5,7.0,1,0,2123.0,1,1
696,Undergraduate,Online,Education,29.0,9,7.0,3.53,3.51,3.4,3.3,4.2,3.7,5.0,1,0,468.0,1,1
697,Undergraduate,Online,Sciences,23.0,9,8.0,2.88,3.1,4.4,4.3,4.2,3.4,8.0,1,1,2083.0,1,0
698,Undergraduate,Hybrid,Health,22.0,7,5.0,2.78,2.73,3.1,3.0,3.1,2.8,3.0,1,0,3476.0,0,0
699,Undergraduate,On-campus,Sciences,25.0,8,7.0,2.2,2.5,2.7,2.2,3.0,4.2,2.0,0,0,2626.0,0,0
700,Undergraduate,Online,Engineering,23.0,13,11.0,3.76,3.87,3.5,3.5,3.5,4.0,6.0,0,0,1989.0,0,0
701,Undergraduate,Hybrid,Health,23.0,14,11.0,3.05,2.91,2.8,2.9,3.3,3.0,5.0,1,0,132.0,0,0
702,Undergraduate,Online,Health,19.0,11,9.0,3.24,3.17,3.2,3.9,3.7,3.4,5.0,1,0,4319.0,0,0
703,Undergraduate,Online,Engineering,23.0,15,12.0,3.13,2.94,2.9,3.0,3.4,3.5,2.0,0,0,1387.0,0,1
704,Undergraduate,Online,Sciences,25.0,7,6.0,2.99,3.09,2.8,2.6,2.7,3.5,5.0,1,0,2944.0,0,0
705,Undergraduate,On-campus,Sciences,19.0,7,5.0,3.08,3.28,3.7,3.2,2.9,3.6,9.0,0,0,5959.0,0,0
706,Graduate,Hybrid,Sciences,28.0,12,11.0,3.1,3.05,3.4,3.1,2.5,3.9,3.0,1,1,533.0,0,1
707,Undergraduate,Online,Health,22.0,13,10.0,2.79,2.51,3.7,3.6,3.8,2.6,5.0,1,0,1234.0,1,1
708,Graduate,Hybrid,Engineering,34.0,13,9.0,2.88,2.93,3.4,3.3,3.2,2.6,5.0,0,0,4264.0,1,0
709,Undergraduate,Online,Engineering,25.0,11,11.0,3.62,3.49,3.3,3.2,3.5,3.2,4.0,0,0,4361.0,1,1
710,Undergraduate,Hybrid,Sciences,21.0,15,13.0,3.16,3.05,2.5,2.4,3.0,3.9,5.0,1,1,1252.0,0,1
711,Graduate,On-campus,Education,25.0,13,13.0,3.33,3.38,2.9,2.8,3.9,4.1,4.0,1,0,2054.0,0,1
712,Undergraduate,Hybrid,Health,21.0,6,5.0,3.89,4.0,3.5,3.4,3.6,2.6,6.0,0,0,4136.0,1,0
713,Undergraduate,Online,Health,22.0,14,13.0,2.41,2.52,3.4,3.4,3.6,4.3,5.0,1,0,1894.0,0,0
714,Undergraduate,Hybrid,Health,23.0,6,6.0,3.39,3.45,3.2,2.9,2.9,3.4,4.0,0,1,2944.0,0,0
715,Undergraduate,On-campus,Sciences,23.0,8,7.0,2.43,2.41,3.8,3.4,3.6,3.1,5.0,1,1,4914.0,0,0
716,Graduate,Online,Engineering,30.0,14,11.0,3.37,3.17,3.2,3.1,3.5,3.2,6.0,1,0,4020.0,0,0
717,Graduate,Hybrid,Engineering,31.0,10,9.0,3.58,3.63,3.5,3.6,2.8,3.6,2.0,1,0,4138.0,0,0
718,Graduate,Online,Education,22.0,14,13.0,4.0,4.0,3.5,3.2,3.3,3.7,7.0,0,0,3488.0,0,0
719,Undergraduate,Hybrid,Business,22.0,14,13.0,2.67,2.58,3.0,2.8,3.4,3.2,4.0,1,0,0.0,0,1
720,Graduate,Online,Engineering,29.0,11,10.0,3.33,3.28,3.3,3.3,3.9,3.4,6.0,1,0,6214.0,0,0
721,Graduate,On-campus,Engineering,33.0,6,6.0,3.66,3.83,3.1,3.0,3.4,3.6,4.0,1,1,1075.0,1,0
722,Undergraduate,On-campus,Sciences,19.0,15,14.0,2.56,2.5,2.4,2.6,3.4,3.6,6.0,0,0,4464.0,0,0
723,Undergraduate,Online,Sciences,16.0,12,10.0,2.66,2.62,3.1,3.4,3.4,3.5,5.0,0,1,4676.0,0,1
724,Graduate,Online,Engineering,23.0,11,8.0,3.34,3.33,3.7,3.8,3.3,3.8,4.0,0,0,3129.0,0,1
725,Undergraduate,Online,Engineering,20.0,14,13.0,2.49,2.59,2.6,3.0,3.6,2.7,4.0,0,0,5352.0,1,0
726,Graduate,Online,Sciences,28.0,12,10.0,3.26,3.3,3.3,3.2,3.5,3.1,8.0,1,0,2514.0,0,0
727,Undergraduate,Online,Education,22.0,9,8.0,3.36,3.39,3.6,3.9,3.1,3.0,6.0,0,0,3605.0,0,0
728,Graduate,On-campus,Education,33.0,12,12.0,2.79,3.02,3.1,2.9,3.1,3.2,4.0,1,1,1129.0,0,0
729,Undergraduate,Online,Engineering,28.0,7,6.0,3.7,3.64,4.3,4.4,3.8,2.8,8.0,1,0,1005.0,1,0
730,Undergraduate,Online,Business,17.0,11,11.0,3.17,3.03,3.5,3.7,3.3,3.2,7.0,1,0,0.0,1,0
731,Undergraduate,On-campus,Engineering,25.0,11,9.0,3.02,3.17,2.7,2.7,3.7,3.2,3.0,0,0,8221.0,0,0
732,Graduate,Online,Sciences,40.0,7,7.0,3.79,3.82,3.4,3.1,3.0,2.8,5.0,0,1,5686.0,1,1
733,Undergraduate,Hybrid,Business,20.0,9,9.0,3.19,3.1,2.9,2.4,2.8,3.1,1.0,1,1,2154.0,0,1
734,Undergraduate,Hybrid,Business,23.0,13,12.0,2.32,2.27,2.4,2.6,2.9,2.8,6.0,0,0,6340.0,0,0
735,Undergraduate,On-campus,Engineering,21.0,13,13.0,3.76,3.57,3.4,3.3,3.4,3.8,5.0,0,1,5644.0,1,0
736,Graduate,On-campus,Business,40.0,13,11.0,3.68,3.71,3.4,3.3,3.2,3.4,7.0,0,0,4895.0,0,1
737,Undergraduate,Hybrid,Health,27.0,13,11.0,3.4,3.18,3.5,4.0,2.7,2.7,2.0,1,1,1483.0,0,1
738,Graduate,Online,Health,30.0,6,6.0,3.13,3.23,3.5,3.2,2.8,4.1,5.0,0,0,5611.0,1,0
739,Undergraduate,Online,Health,24.0,7,6.0,2.53,2.45,3.5,3.7,3.0,2.3,6.0,0,0,5363.0,0,0
740,Undergraduate,Online,Business,21.0,9,7.0,3.15,2.94,3.0,2.8,2.8,3.5,1.0,0,1,4687.0,0,0
741,Undergraduate,On-campus,Sciences,18.0,14,13.0,2.92,3.08,3.5,3.4,3.4,3.7,7.0,1,1,1494.0,0,0
742,Undergraduate,Online,Sciences,21.0,8,7.0,2.7,3.04,2.8,2.5,3.1,3.0,4.0,1,0,3068.0,0,0
743,Graduate,On-campus,Health,29.0,11,9.0,3.58,3.65,3.3,3.1,3.4,3.2,2.0,1,0,2910.0,0,0
744,Undergraduate,Hybrid,Education,17.0,12,11.0,2.38,2.34,2.6,2.7,3.3,3.9,4.0,1,0,1929.0,0,0
745,Undergraduate,Hybrid,Education,19.0,13,12.0,2.73,2.59,2.9,3.3,3.6,4.0,6.0,1,1,2555.0,0,0
746,Graduate,On-campus,Engineering,29.0,12,10.0,3.46,3.5,3.4,3.5,2.8,3.5,3.0,0,0,5879.0,1,0
747,Undergraduate,Online,Health,19.0,8,7.0,2.49,2.59,2.4,2.5,3.7,3.0,4.0,0,0,6288.0,0,0
748,Undergraduate,Hybrid,Business,20.0,11,9.0,2.96,2.96,2.6,3.4,3.1,3.7,4.0,0,0,4749.0,0,0
749,Graduate,On-campus,Business,31.0,10,8.0,3.12,3.25,3.3,3.5,3.1,3.5,1.0,1,0,2251.0,0,0
750,Undergraduate,Online,Sciences,18.0,15,15.0,3.14,3.37,3.3,3.0,3.5,3.4,6.0,1,0,3782.0,0,0
751,Undergraduate,Online,Sciences,19.0,9,8.0,3.46,3.27,3.3,2.8,3.8,3.4,7.0,1,1,692.0,0,0
752,Graduate,Hybrid,Sciences,39.0,6,4.0,3.96,4.0,3.0,3.1,3.4,3.2,7.0,1,0,1934.0,0,0
753,Undergraduate,On-campus,Engineering,18.0,12,10.0,2.9,2.61,2.8,2.4,3.1,3.7,5.0,1,0,4413.0,1,0
754,Undergraduate,Hybrid,Health,17.0,13,12.0,2.76,2.64,3.2,2.9,2.9,3.3,6.0,1,0,5308.0,0,0
755,Undergraduate,Hybrid,Engineering,20.0,7,6.0,3.55,3.66,3.0,3.1,2.9,2.8,2.0,0,1,5210.0,0,0
756,Graduate,On-campus,Engineering,28.0,12,11.0,3.69,3.68,3.8,4.1,3.1,3.3,6.0,1,0,2378.0,0,1
757,Undergraduate,On-campus,Engineering,21.0,11,10.0,3.97,3.73,3.8,3.7,3.2,3.7,5.0,1,1,0.0,0,0
758,Undergraduate,Online,Engineering,21.0,10,9.0,2.5,2.66,2.8,2.4,3.5,3.0,5.0,0,0,5176.0,0,1
759,Graduate,Online,Business,36.0,9,8.0,3.31,3.23,3.1,3.1,3.0,4.3,3.0,0,0,4786.0,0,0
760,Graduate,Online,Sciences,37.0,7,7.0,3.25,3.38,2.2,2.1,3.4,3.3,7.0,1,0,3329.0,1,0
761,Undergraduate,On-campus,Education,23.0,15,14.0,2.69,2.77,2.3,2.3,2.9,2.9,1.0,0,1,1349.0,1,0
762,Undergraduate,On-campus,Health,23.0,11,10.0,2.88,2.76,2.4,2.0,3.1,2.5,5.0,0,0,3504.0,1,0
763,Undergraduate,Hybrid,Business,21.0,10,9.0,3.22,3.35,2.5,2.2,4.1,3.5,3.0,0,0,6798.0,1,1
764,Graduate,Online,Engineering,33.0,7,6.0,2.95,3.0,3.2,3.5,3.7,3.3,9.0,1,0,964.0,0,1
765,Undergraduate,On-campus,Business,19.0,15,13.0,3.16,3.19,3.1,3.3,3.6,4.2,6.0,1,0,3368.0,0,0
766,Undergraduate,On-campus,Engineering,25.0,12,12.0,3.46,3.39,3.9,4.2,2.8,3.3,6.0,0,1,2516.0,0,0
767,Graduate,On-campus,Business,24.0,11,11.0,3.61,3.44,3.2,2.6,3.1,3.6,3.0,1,0,3261.0,0,0
768,Graduate,On-campus,Business,29.0,14,12.0,2.73,2.67,2.0,1.7,3.6,3.7,6.0,0,0,3702.0,1,0
769,Undergraduate,Online,Engineering,22.0,15,13.0,2.25,2.18,2.5,2.8,2.9,3.1,0.0,0,0,5810.0,0,0
770,Graduate,On-campus,Education,31.0,10,9.0,3.0,3.13,3.1,3.3,3.0,3.5,6.0,1,0,2562.0,1,0
771,Undergraduate,Online,Business,26.0,14,13.0,3.43,3.18,3.4,3.5,3.7,3.5,6.0,1,0,3992.0,1,0
772,Graduate,Online,Sciences,36.0,14,13.0,3.44,3.66,3.8,3.7,3.5,2.9,7.0,0,0,7167.0,1,0
773,Undergraduate,Online,Engineering,20.0,6,5.0,2.39,2.62,2.7,2.5,3.3,3.4,6.0,0,1,4979.0,1,0
774,Undergraduate,On-campus,Health,25.0,10,8.0,2.85,2.75,3.3,3.3,2.9,4.3,4.0,0,0,4865.0,0,0
775,Graduate,Hybrid,Health,29.0,14,14.0,3.18,3.39,3.2,3.1,3.2,3.9,6.0,0,0,5736.0,0,0
776,Undergraduate,On-campus,Sciences,25.0,12,12.0,2.87,2.72,2.9,3.1,2.5,2.9,4.0,0,1,4344.0,0,0
777,Undergraduate,On-campus,Sciences,27.0,11,8.0,3.11,3.28,3.0,3.0,3.1,3.4,3.0,0,1,2588.0,1,0
778,Graduate,On-campus,Business,37.0,11,10.0,2.99,2.87,2.6,2.3,3.4,3.7,3.0,1,0,1231.0,0,1
779,Graduate,On-campus,Health,29.0,12,11.0,2.86,3.02,2.8,3.0,3.0,4.1,4.0,1,0,3535.0,0,0
780,Undergraduate,Online,Sciences,19.0,6,4.0,2.16,1.94,2.9,3.3,2.9,3.3,7.0,1,0,1562.0,0,0
781,Undergraduate,Online,Engineering,24.0,9,7.0,2.91,3.07,2.6,3.0,3.3,3.7,8.0,1,1,916.0,0,0
782,Undergraduate,Online,Engineering,23.0,6,5.0,2.7,2.89,3.1,3.3,3.5,2.9,5.0,1,0,2214.0,0,0
783,Undergraduate,Online,Education,23.0,11,9.0,2.75,2.53,3.6,3.8,3.1,3.3,4.0,0,0,1411.0,1,0
784,Undergraduate,Online,Sciences,20.0,9,8.0,3.48,3.74,3.6,3.3,3.5,3.3,8.0,0,1,2519.0,0,1
785,Undergraduate,Online,Sciences,17.0,6,6.0,2.95,3.1,3.7,3.5,3.6,3.7,6.0,0,0,2897.0,0,1
786,Graduate,Online,Education,37.0,14,11.0,3.16,2.86,3.4,3.3,4.0,3.6,5.0,0,0,7693.0,0,1
787,Undergraduate,Hybrid,Business,16.0,9,8.0,2.8,2.73,2.5,2.7,3.0,3.5,2.0,1,0,3627.0,0,0
788,Undergraduate,Online,Business,21.0,11,9.0,2.92,3.08,3.5,3.3,3.5,3.5,8.0,1,0,1868.0,0,0
789,Undergraduate,Online,Education,25.0,12,11.0,3.08,3.19,2.8,2.7,3.3,2.7,5.0,0,1,2350.0,0,0
790,Graduate,Online,Sciences,24.0,13,11.0,3.05,3.07,3.1,3.3,3.3,3.1,5.0,1,1,0.0,0,0
791,Undergraduate,On-campus,Engineering,28.0,14,14.0,3.11,3.25,2.8,2.8,3.4,3.2,6.0,0,0,1803.0,0,0
792,Undergraduate,Online,Education,25.0,14,14.0,3.47,3.34,3.2,3.3,3.4,2.9,5.0,1,1,0.0,1,0
793,Undergraduate,Online,Business,20.0,13,10.0,2.98,2.99,4.1,3.9,3.8,3.1,9.0,1,0,1035.0,1,1
794,Undergraduate,On-campus,Health,22.0,15,12.0,2.1,1.97,2.4,2.3,3.1,2.7,7.0,1,0,2484.0,0,0
795,Undergraduate,Online,Education,22.0,8,7.0,2.74,2.76,3.8,3.7,3.0,3.1,5.0,1,0,2218.0,0,0
796,Graduate,Online,Health,25.0,7,5.0,3.27,3.42,3.5,3.5,3.2,2.9,6.0,0,0,2661.0,0,0
797,Graduate,Online,Business,25.0,10,8.0,3.37,3.49,3.1,3.0,4.5,2.8,4.0,0,0,3924.0,0,0
798,Undergraduate,Online,Education,20.0,6,5.0,3.05,3.08,3.1,2.9,3.5,3.2,9.0,0,0,1850.0,0,1
799,Undergraduate,Online,Engineering,16.0,8,7.0,3.34,3.49,3.4,3.4,2.9,3.0,4.0,0,1,4166.0,0,0
800,Graduate,Online,Business,28.0,6,5.0,3.32,3.48,3.2,3.8,3.0,3.3,5.0,0,0,5146.0,1,0
801,Graduate,Hybrid,Engineering,33.0,8,8.0,3.28,3.55,3.0,3.2,2.8,2.9,6.0,0,0,4739.0,0,1
802,Undergraduate,On-campus,Sciences,17.0,9,7.0,3.47,3.65,3.4,2.9,2.7,3.5,6.0,1,1,3641.0,1,1
803,Undergraduate,On-campus,Sciences,23.0,12,10.0,2.55,2.65,2.8,2.9,2.7,4.6,6.0,0,1,1224.0,0,0
804,Undergraduate,Online,Sciences,24.0,10,9.0,3.42,3.56,3.7,3.5,4.1,3.4,7.0,0,1,3560.0,0,1
805,Undergraduate,Hybrid,Engineering,23.0,10,8.0,3.37,3.41,3.8,3.5,3.4,2.9,7.0,1,1,571.0,0,0
806,Graduate,Online,Sciences,27.0,6,5.0,3.25,3.21,3.1,3.3,3.4,3.7,4.0,1,0,772.0,1,0
807,Graduate,Online,Business,28.0,13,11.0,2.6,2.73,3.4,3.4,3.3,3.8,4.0,1,0,378.0,0,1
808,Graduate,On-campus,Engineering,27.0,9,9.0,3.27,3.38,3.6,4.3,3.0,3.8,6.0,1,0,6218.0,1,1
809,Undergraduate,Online,Education,23.0,15,13.0,2.87,2.91,3.7,3.7,4.2,2.9,4.0,0,0,5367.0,0,0
810,Undergraduate,Online,Education,20.0,10,8.0,2.33,2.3,2.2,2.1,3.2,3.6,3.0,0,1,5934.0,0,1
811,Graduate,On-campus,Health,28.0,7,6.0,3.14,3.1,3.7,4.1,2.5,3.4,5.0,0,0,4529.0,0,0
812,Graduate,Hybrid,Business,21.0,6,5.0,3.31,3.25,2.9,2.9,3.4,3.7,9.0,1,0,1258.0,0,1
813,Undergraduate,Online,Engineering,20.0,14,14.0,2.32,2.51,2.1,1.8,3.9,3.1,7.0,0,0,5008.0,0,0
814,Graduate,On-campus,Health,27.0,7,6.0,2.9,3.08,3.6,3.3,3.7,3.5,5.0,1,0,6014.0,0,0
815,Graduate,Hybrid,Engineering,27.0,11,11.0,2.93,3.1,3.2,3.1,3.0,3.4,1.0,0,0,4787.0,0,1
816,Undergraduate,Online,Business,22.0,6,6.0,2.58,2.42,3.2,3.4,3.4,3.8,4.0,0,1,3331.0,0,0
817,Undergraduate,Online,Engineering,20.0,6,5.0,3.1,3.05,3.1,3.5,4.3,4.1,7.0,0,1,3907.0,1,1
818,Undergraduate,Online,Sciences,23.0,14,12.0,3.3,3.26,3.4,3.6,3.7,3.2,2.0,1,1,3673.0,0,0
819,Undergraduate,Online,Sciences,17.0,9,7.0,2.82,2.73,3.1,3.3,3.5,3.0,6.0,0,0,3976.0,0,0
820,Undergraduate,Online,Business,20.0,14,12.0,3.25,3.53,3.1,3.4,3.7,2.9,6.0,1,0,2325.0,1,1
821,Graduate,Hybrid,Engineering,32.0,10,8.0,2.72,2.78,2.9,3.1,2.9,2.6,5.0,0,0,2984.0,0,0
